filepath,pdf_base,voluntario,seq,cluster
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,2,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,3,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,3,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,3,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,4,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,4,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,4,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,5,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,5,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,5,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,6,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,6,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,6,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,7,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,7,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,7,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,8,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,8,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,8,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,9,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,9,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario2_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,2,9,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,1,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,1,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,1,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,2,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,2,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,2,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,3,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,3,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,3,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,4,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,4,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,4,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,5,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,5,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,5,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,6,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,6,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,6,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,7,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,7,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,7,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,8,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,8,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,8,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,9,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,9,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario3_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,3,9,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,1,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,1,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,1,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,2,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,2,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,2,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,3,1
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,3,1
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,3,1
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,4,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,4,0
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_4.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,4,0
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,5,0
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_5.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,5,0
